Date,Open,High,Low,Close,Volume,Adj Close
2008-07-09,124.209999,124.50,120.400002,120.400002,9506700,98.352524
2008-07-08,120.550003,123.989998,120.550003,123.879997,9813300,101.195268
2008-07-07,119.620003,122.639999,119.620003,121.50,9131100,99.251092
2008-07-03,119.949997,120.779999,117.889999,119.540001,6115200,97.650005
2008-07-02,118.410004,120.550003,118.120003,119.099998,8093200,97.290576
2008-07-01,117.50,119.360001,116.599998,119.269997,10069400,97.429444
2008-06-30,120.029999,120.220001,118.150002,118.529999,8439000,96.824954
2008-06-27,121.019997,122.050003,118.260002,120.050003,11660400,98.066617
2008-06-26,123.43,123.82,120.760002,121.129997,9710600,98.948844
2008-06-25,123.669998,125.830002,123.199997,124.580002,7131500,101.767089
2008-06-24,123.080002,124.25,121.900002,123.459999,7552900,100.852179
2008-06-23,123.00,124.50,122.400002,123.459999,5852300,100.852179
2008-06-20,124.809998,125.019997,122.50,122.739998,9624900,100.264024
2008-06-19,123.669998,125.620003,122.360001,125.019997,7570200,102.126512
2008-06-18,124.550003,125.43,123.699997,124.160004,6614700,101.424
2008-06-17,127.099998,127.099998,124.620003,125.099998,5277900,102.191864
2008-06-16,125.459999,127.139999,124.650002,126.709999,6280200,103.507044
2008-06-13,124.419998,126.57,124.150002,126.150002,6379600,103.049592
2008-06-12,123.849998,125.089996,123.129997,123.849998,6748600,101.170762
2008-06-11,125.900002,125.900002,122.860001,123.25,7207200,100.680635
2008-06-10,124.879997,126.720001,124.629997,125.940002,5384200,102.878048
2008-06-09,125.379997,126.18,124.059998,125.860001,5584000,102.812696
2008-06-06,127.769997,128.139999,124.739998,124.940002,7886200,102.061166
2008-06-05,127.410004,129.039993,127.199997,128.470001,6153300,104.944757
2008-06-04,127.870003,128.50,126.449997,127.550003,6432300,104.193227
2008-06-03,127.470001,129.00,127.459999,127.839996,7238200,104.430118
2008-06-02,128.490005,129.369995,126.699997,127.360001,7599300,104.038018
2008-05-30,129.220001,129.990005,128.800003,129.429993,8652900,105.728956
2008-05-29,128.759995,129.990005,128.660004,129.710007,7561500,105.957694
2008-05-28,127.50,129.539993,126.989998,129.539993,9875600,105.818813
2008-05-27,124.010002,127.379997,124.00,127.32,6989200,104.005342
2008-05-23,124.349998,124.910004,123.769997,124.199997,4701500,101.45667
2008-05-22,123.550003,125.349998,123.550003,124.699997,5031300,101.86511
2008-05-21,125.050003,126.400002,123.019997,123.620003,8333900,100.982883
2008-05-20,126.050003,126.050003,124.449997,125.18,7017700,102.257216
2008-05-19,127.68,128.210007,126.050003,126.489998,6385200,103.327329
2008-05-16,128.460007,128.479996,126.800003,127.82,6372100,104.413783
2008-05-15,127.330002,128.679993,126.900002,128.460007,7227900,104.936592
2008-05-14,126.519997,128.830002,126.199997,127.519997,8888300,104.168716
2008-05-13,125.120003,126.699997,125.029999,126.580002,9693400,103.400851
2008-05-12,123.82,125.989998,123.559998,125.239998,8666800,102.306227
2008-05-09,124.370003,124.650002,123.629997,124.059998,5502900,101.342307
2008-05-08,124.199997,125.169998,123.699997,124.919998,9794000,102.044825
2008-05-07,122.779999,124.980003,122.410004,124.139999,11406800,101.407659
2008-05-06,121.50,123.339996,120.779999,122.82,5910400,99.920935
2008-05-05,122.290001,123.25,121.739998,122.029999,6359300,99.278225
2008-05-02,123.300003,124.00,121.760002,123.18,6916600,100.213816
2008-05-01,121.059998,124.43,121.059998,123.610001,8230200,100.563645
2008-04-30,123.339996,123.50,120.50,120.699997,8128300,98.196194
2008-04-29,122.040001,123.199997,122.040001,122.849998,7226000,99.945341
2008-04-28,122.610001,123.050003,121.639999,121.690002,5605200,99.001619
2008-04-25,124.50,124.50,122.059998,123.080002,6313400,100.132461
2008-04-24,123.379997,124.900002,122.730003,124.190002,5996700,101.035509
2008-04-23,123.690002,124.779999,122.639999,123.599998,7593300,100.555508
2008-04-22,123.870003,124.349998,123.010002,123.669998,5417500,100.612456
2008-04-21,123.620003,124.510002,122.050003,124.349998,6952800,101.165674
2008-04-18,123.919998,125.00,123.150002,124.400002,12490800,101.206355
2008-04-17,122.389999,123.720001,120.699997,123.080002,18999100,100.132461
2008-04-16,118.150002,120.470001,117.169998,120.470001,19317700,98.00908
2008-04-15,117.099998,117.669998,115.540001,117.169998,8642000,95.324343
2008-04-14,116.199997,117.940002,115.949997,117.279999,7745600,95.413835
2008-04-11,117.309998,117.800003,115.510002,116.00,9556800,94.372484
2008-04-10,116.93,119.220001,116.879997,118.779999,9149300,96.634168
2008-04-09,116.50,117.720001,115.720001,116.769997,6819100,94.998919
2008-04-08,115.720001,116.879997,115.279999,116.269997,7283300,94.592141
2008-04-07,116.370003,117.370003,115.82,116.309998,6181200,94.624684
2008-04-04,116.050003,116.580002,114.599998,115.760002,5733200,94.177232
2008-04-03,114.349998,116.82,113.860001,116.019997,7052900,94.388752
2008-04-02,116.839996,116.879997,113.980003,114.809998,8007600,93.40435
2008-04-01,115.199997,118.370003,114.970001,116.489998,11875400,94.771125
2008-03-31,114.150002,115.870003,113.339996,115.139999,9707200,93.672825
2008-03-28,115.860001,116.75,114.209999,114.57,6600900,93.209099
2008-03-27,116.019997,116.199997,114.510002,115.519997,8437200,93.981974
2008-03-26,117.589996,117.970001,114.959999,116.910004,9617100,95.112823
2008-03-25,119.099998,119.099998,117.150002,117.970001,8443600,95.97519
2008-03-24,118.57,119.790001,118.129997,119.059998,8398000,96.861963
2008-03-20,117.089996,118.480003,116.650002,118.330002,11417900,96.268071
2008-03-19,118.290001,118.50,116.650002,116.940002,9314400,95.137228
2008-03-18,116.599998,118.43,113.809998,118.410004,9966500,96.333157
2008-03-17,113.00,117.040001,113.00,115.550003,9280300,94.006386
2008-03-14,116.07,116.519997,112.690002,115.230003,9734600,93.746049
2008-03-13,115.690002,116.779999,113.639999,115.910004,9548900,94.299267
2008-03-12,116.440002,118.00,115.110001,117.07,9083200,95.242989
2008-03-11,115.800003,116.559998,114.040001,116.489998,10480600,94.771125
2008-03-10,113.120003,115.989998,113.120003,114.010002,9747300,92.753509
2008-03-07,111.849998,114.75,111.800003,113.940002,8124900,92.696561
2008-03-06,115.059998,115.150002,112.25,112.519997,8018400,91.541307
2008-03-05,116.410004,116.410004,114.25,115.389999,8434200,93.876214
2008-03-04,113.400002,115.720001,112.75,115.709999,8593300,94.136552
2008-03-03,113.860001,114.809998,113.480003,114.230003,6335700,92.932493
2008-02-29,114.040001,115.139999,113.349998,113.860001,8475100,92.631475
2008-02-28,115.599998,115.900002,114.559998,115.239998,7227200,93.75418
2008-02-27,113.839996,116.629997,112.910004,116.459999,11854900,94.746719
2008-02-26,109.519997,114.989998,109.050003,114.379997,18651500,93.054521
2008-02-25,107.43,110.32,107.43,110.080002,8158000,89.556235
2008-02-22,107.139999,108.480003,105.709999,108.07,7917200,87.920985
2008-02-21,108.099998,109.599998,106.43,106.93,8328000,86.993532
2008-02-20,105.43,108.209999,104.529999,107.849998,7671000,87.742002
2008-02-19,106.940002,107.620003,104.639999,105.00,7376400,85.423369
2008-02-15,105.269997,106.25,105.00,106.160004,6235600,86.367097
2008-02-14,107.940002,108.50,105.50,106.129997,7340600,86.342685
2008-02-13,107.129997,108.93,106.800003,108.419998,6608200,88.205729
2008-02-12,105.160004,107.330002,104.699997,106.529999,7650200,86.668109
2008-02-11,103.050003,105.550003,102.870003,105.139999,6098300,85.537266
2008-02-08,102.190002,103.669998,102.07,103.269997,6085600,84.015915
2008-02-07,102.889999,104.00,100.599998,102.339996,11255800,83.259307
2008-02-06,105.050003,106.489998,103.580002,103.589996,8265700,84.276252
2008-02-05,107.059998,108.050003,104.68,105.019997,9048900,85.114216
2008-02-04,108.669998,109.00,107.230003,107.93,5985500,87.472649
2008-02-01,107.160004,109.400002,105.860001,109.080002,8047100,88.404676
2008-01-31,104.209999,107.970001,103.699997,107.110001,9054600,86.808074
2008-01-30,105.849998,107.650002,104.860001,105.650002,7431100,85.624808
2008-01-29,105.50,106.800003,104.599998,106.099998,6616200,85.989511
2008-01-28,104.440002,105.769997,103.830002,104.980003,7858500,85.081803
2008-01-25,107.790001,107.790001,104.099998,104.519997,10025400,84.708987
2008-01-24,106.379997,107.510002,104.68,106.910004,13025700,86.645985
2008-01-23,99.629997,106.339996,98.50,106.099998,19588100,85.989511
2008-01-22,98.550003,103.089996,98.550003,101.220001,15129500,82.034482
2008-01-18,106.720001,106.720001,102.50,103.400002,23871700,83.801279
2008-01-17,102.00,103.449997,100.050003,101.099998,11934000,81.937225
2008-01-16,100.139999,102.860001,100.139999,101.629997,12681700,82.366766
2008-01-15,102.029999,104.639999,101.230003,101.830002,11629500,82.528861
2008-01-14,105.010002,105.589996,101.330002,102.93,18009400,83.420363
2008-01-11,99.199997,99.459999,97.040001,97.669998,8959900,79.157356
2008-01-10,97.389999,100.860001,97.150002,99.919998,10634700,80.980885
2008-01-09,97.760002,99.150002,97.160004,98.309998,10922100,79.676048
2008-01-08,100.050003,100.379997,97.169998,97.589996,9434400,79.092518
2008-01-07,100.25,101.00,99.029999,100.050003,12650400,81.086248
2008-01-04,103.949997,103.949997,100.480003,101.129997,11034600,81.961537
2008-01-03,104.830002,105.57,103.980003,104.900002,7528900,85.016965
2008-01-02,108.989998,108.989998,104.169998,104.690002,9503500,84.846769
2007-12-31,109.510002,110.00,107.260002,108.099998,5732300,87.610425
2007-12-28,110.760002,110.760002,109.110001,110.089996,5834500,89.223233
2007-12-27,110.529999,111.300003,109.489998,109.599998,4513600,88.826111
2007-12-26,110.900002,112.190002,110.900002,111.559998,3849400,90.414607
2007-12-24,111.199997,112.00,110.550003,111.650002,2342400,90.487551
2007-12-21,109.900002,111.160004,109.150002,111.050003,13246600,90.001278
2007-12-20,107.779999,109.489998,107.610001,108.839996,8030900,88.210162
2007-12-19,106.540001,108.379997,105.870003,107.139999,7031100,86.832387
2007-12-18,105.080002,106.970001,104.129997,106.309998,8042000,86.159706
2007-12-17,105.370003,105.989998,104.00,104.529999,7131100,84.717093
2007-12-14,107.309998,107.559998,104.099998,105.769997,9711200,85.722058
2007-12-13,108.00,108.639999,106.940002,108.18,6252800,87.675263
2007-12-12,109.169998,110.199997,107.379997,108.470001,7879800,87.910297
2007-12-11,109.339996,110.400002,106.459999,106.989998,8439700,86.710817
2007-12-10,109.379997,110.260002,109.00,109.389999,4442200,88.655916
2007-12-07,109.68,110.00,107.949997,108.860001,5985500,88.226375
2007-12-06,108.00,110.00,107.93,109.699997,5315500,88.907156
2007-12-05,107.830002,108.519997,106.980003,108.160004,6090400,87.659057
2007-12-04,105.410004,107.419998,104.720001,106.629997,6361800,86.419052
2007-12-03,105.550003,107.139999,104.580002,105.830002,7918800,85.77069
2007-11-30,108.57,109.190002,103.93,105.18,12900200,85.243892
2007-11-29,107.239998,107.870003,106.25,107.50,7813800,87.124152
2007-11-28,104.82,108.269997,104.360001,107.370003,9397700,87.018795
2007-11-27,102.699997,104.580002,101.50,103.830002,9117500,84.149776
2007-11-26,104.260002,105.150002,101.720001,101.970001,7340700,82.642325
2007-11-23,103.099998,104.139999,102.32,104.050003,2827700,84.328077
2007-11-21,101.410004,104.089996,101.410004,102.220001,7097200,82.844939
2007-11-20,102.589996,104.970001,101.379997,103.419998,8393400,83.817485
2007-11-19,104.339996,105.389999,101.339996,102.220001,9502200,82.844939
2007-11-16,104.510002,105.00,103.25,104.790001,9294000,84.927814
2007-11-15,103.239998,105.639999,103.050003,103.599998,8023600,83.963368
2007-11-14,106.120003,106.419998,102.839996,103.440002,8453600,83.833698
2007-11-13,102.730003,105.739998,102.50,105.269997,10777900,85.31683
2007-11-12,101.889999,104.190002,100.699997,101.449997,13553600,82.220883
2007-11-09,104.919998,104.919998,99.269997,100.25,18084100,81.248337
2007-11-08,105.650002,110.32,103.989998,106.110001,23092200,85.997617
2007-11-07,113.559998,113.639999,110.900002,111.080002,7087000,90.025591
2007-11-06,113.489998,113.949997,111.669998,113.169998,7299700,91.395257
2007-11-05,115.110001,115.110001,112.830002,113.400002,7155300,91.581006
2007-11-02,114.419998,115.150002,113.57,114.589996,6114800,92.542037
2007-11-01,115.50,116.089996,113.32,113.650002,7594400,91.782904
2007-10-31,114.75,116.25,113.279999,116.120003,7216800,93.777658
2007-10-30,114.50,114.900002,113.75,114.120003,4015500,92.162473
2007-10-29,113.900002,115.010002,113.849998,114.800003,5103200,92.711636
2007-10-26,113.00,114.00,112.07,113.730003,5030300,91.847513
2007-10-25,113.32,114.400002,111.690002,112.809998,6519900,91.104523
2007-10-24,114.199997,114.449997,111.68,112.949997,8072600,91.217585
2007-10-23,113.779999,114.800003,113.50,114.68,5562900,92.614723
2007-10-22,110.970001,113.879997,110.959999,113.370003,7576900,91.556779
2007-10-19,113.980003,114.93,111.800003,112.279999,10327200,90.6765
2007-10-18,114.82,116.410004,114.440002,114.800003,7736500,92.711636
2007-10-17,118.010002,118.010002,114.150002,115.779999,18100500,93.503074
2007-10-16,118.019997,119.940002,117.50,119.599998,11527300,96.588077
2007-10-15,117.949997,118.370003,116.75,118.029999,6267300,95.320157
2007-10-12,118.50,118.889999,117.279999,117.809998,5656200,95.142486
2007-10-11,118.989998,121.459999,117.370003,118.050003,13018800,95.336312
2007-10-10,118.00,118.800003,117.68,118.620003,5913800,95.79664
2007-10-09,117.849998,118.50,116.419998,118.300003,5670600,95.538211
2007-10-08,116.099998,118.230003,115.879997,117.769997,4822900,95.110181
2007-10-05,116.169998,116.709999,115.470001,116.300003,5749400,93.923025
2007-10-04,116.199997,116.75,115.00,115.690002,6177500,93.430393
2007-10-03,117.650002,117.839996,116.279999,116.400002,7914100,94.003783
2007-10-02,119.309998,119.599998,118.139999,118.360001,6911500,95.586664
2007-10-01,117.610001,119.50,117.50,119.029999,6777300,96.12775
2007-09-28,117.139999,118.50,117.099998,117.800003,7720200,95.134414
2007-09-27,117.50,118.209999,117.040001,117.709999,5834500,95.061728
2007-09-26,116.940002,118.080002,116.75,117.300003,6695200,94.730618
2007-09-25,116.019997,117.589996,115.790001,116.510002,7045200,94.092619
2007-09-24,116.900002,117.43,115.849998,116.25,5734300,93.882643
2007-09-21,117.889999,118.099998,116.349998,116.779999,9097300,94.310666
2007-09-20,116.269997,117.650002,116.199997,116.860001,5806400,94.375275
2007-09-19,116.900002,117.190002,115.779999,116.669998,10311200,94.221831
2007-09-18,115.00,116.779999,114.830002,116.629997,7839500,94.189526
2007-09-17,114.699997,115.25,114.300003,114.519997,5022400,92.485505
2007-09-14,115.050003,116.00,114.650002,115.129997,6904400,92.978137
2007-09-13,116.300003,117.00,115.739998,115.949997,4802700,93.640363
2007-09-12,116.949997,117.400002,115.690002,116.00,6287200,93.680745
2007-09-11,116.349998,117.779999,116.040001,117.349998,8098700,94.770994
2007-09-10,116.150002,117.50,115.32,115.800003,6118300,93.519229
2007-09-07,116.199997,116.970001,115.330002,115.550003,7511700,93.317331
2007-09-06,117.919998,118.75,116.239998,117.620003,6778600,94.989047
2007-09-05,117.480003,118.150002,116.550003,117.879997,6555500,95.199017
2007-09-04,116.339996,118.889999,116.150002,118.190002,8070500,95.449375
2007-08-31,115.989998,117.349998,115.550003,116.690002,6883600,94.237986
2007-08-30,113.620003,116.00,113.620003,115.370003,7756100,93.171964
2007-08-29,112.879997,114.980003,112.07,114.57,7049800,92.525887
2007-08-28,112.900002,113.589996,111.629997,112.00,6006600,90.450375
2007-08-27,113.00,113.849998,112.800003,113.440002,4921800,91.61331
2007-08-24,111.449997,113.25,110.809998,113.239998,7058700,91.451788
2007-08-23,110.400002,111.68,110.010002,111.449997,8271000,90.006196
2007-08-22,110.089996,110.50,109.150002,110.00,6329700,88.835189
2007-08-21,108.900002,110.110001,108.080002,109.040001,8458500,88.059901
2007-08-20,110.900002,111.099998,109.129997,109.220001,9839800,88.205268
2007-08-17,111.870003,112.669998,108.660004,110.900002,15274600,89.562024
2007-08-16,110.980003,111.419998,103.699997,109.690002,16723000,88.584838
2007-08-15,111.00,112.849998,109.910004,111.230003,11640200,89.828531
2007-08-14,112.830002,113.150002,111.739998,112.050003,5615600,90.490757
2007-08-13,112.989998,113.949997,112.309998,112.709999,6135500,91.023765
2007-08-10,109.75,113.50,109.699997,112.639999,9592200,90.967233
2007-08-09,110.769997,114.489998,110.730003,110.730003,9086000,89.424735
2007-08-08,114.300003,114.599998,112.260002,112.980003,7681400,91.241818
2007-08-07,113.019997,114.169998,112.25,113.529999,8021400,91.362951
2007-08-06,111.970001,113.889999,111.699997,113.889999,7245500,91.652661
2007-08-03,113.239998,114.18,111.699997,111.889999,9571300,90.043166
2007-08-02,112.099998,114.050003,111.50,113.230003,11318900,91.121531
2007-08-01,110.389999,112.730003,110.059998,112.040001,12390300,90.16388
2007-07-31,114.720001,114.720001,110.019997,110.650002,17816200,89.045282
2007-07-30,115.00,115.75,113.519997,114.519997,15095400,92.159649
2007-07-27,116.620003,117.949997,115.620003,115.620003,18138700,93.044876
2007-07-26,117.010002,118.82,115.519997,116.529999,16822100,93.777193
2007-07-25,116.190002,118.379997,115.239998,118.099998,11340000,95.040646
2007-07-24,115.32,117.00,115.019997,116.169998,10499300,93.487484
2007-07-23,114.879997,116.43,114.849998,116.379997,8040900,93.65648
2007-07-20,114.849998,115.860001,113.940002,114.809998,11706300,92.393027
2007-07-19,115.00,116.480003,114.650002,115.860001,17281600,93.238014
2007-07-18,110.25,111.879997,110.040001,111.080002,10154100,89.391323
2007-07-17,109.660004,111.470001,109.449997,110.769997,7619900,89.141847
2007-07-16,108.57,110.040001,108.419998,109.660004,8864200,88.248584
2007-07-13,108.75,109.199997,108.099998,108.599998,7124100,87.395547
2007-07-12,109.349998,109.650002,108.220001,109.279999,9544100,87.942776
2007-07-11,108.300003,109.599998,108.25,109.099998,5887800,87.797921
